No.;;Fast_Food;Sumber;Tipe;Jenis_Olahan;Label Daging;Label Sayur;Label Buah;Label Kacang;Bumbu;Singkong;Beras;Mie;Pengganti Nasi;Makanan Pokok;Label Snack;Lauk;Mentah;Label Minuman;Label Goreng;Rebus;Kukus;Panggang;Label Seafood;Label Tepung;Label Kuah;Label Pedas;Daging Ayam;Daging Kambing;Daging Babi;Daging Sapi;Ikan;Gambar
855;Kerupuk mie kuning goreng;;;;Goreng;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;https://id-test-11.slatic.net/p/b79efc608cc0f1f4b19fe026565838ae.jpg
856;Kerupuk Palembang;;;;;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;https://cdns.klimg.com/merdeka.com/i/w/news/2020/11/20/1244821/content_images/670x335/20201120144437-1-ilustrasi-kemplang-kancing-001-tantri-setyorini.jpg
857;Kerupuk Sayong;;;;;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;https://filebroker-cdn.lazada.co.id/kf/S92719a0bfec8443981796f166617e6eav.jpg
858;Kerupuk udang;;;;;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;https://cdns.klimg.com/merdeka.com/i/w/news/2020/04/06/1164063/540x270/cara-membuat-kerupuk-udang-ekonomis-dan-mudah.jpg
859;Kerupuk Udang berpati;;;;;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;https://img.my-best.id/content_section/choice_component/sub_contents/e0b644d7e1f923673ed9a295a0ad422f.jpg?ixlib=rails-4.3.1&q=70&lossless=0&w=690&fit=max&s=685a7bbc6d1dd6e991aa9c8ec4d49919
860;Kerupuk udang goreng;;;;Goreng;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;https://asset.kompas.com/crops/Vol7WU4iu3WSWKNB3nhw8RFCJdE=/0x9:1000x675/750x500/data/photo/2021/07/27/60ff6fb81ffaf.jpg
861;Kerupuk urat;;;;;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;https://images.tokopedia.net/img/cache/700/VqbcmM/2021/6/3/15bac8fd-dff8-49eb-9561-81a087a02638.jpg
862;Kesemek;;;;;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;https://d1vbn70lmn1nqe.cloudfront.net/prod/wp-content/uploads/2023/02/08040440/catat-ini-manfaat-buah-kesemek-bagi-kesehatan-tubuh-halodoc.jpg
863;Kesemek, Segar;Tidak;Buah;Makanan Ringan;Mentah;0;0;1;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;https://images.tokopedia.net/img/cache/700/product-1/2019/11/26/2228552/2228552_dcc956a3-16be-4e03-8ecd-fb420a5786d4_700_700.jpg
864;Ketan hitam matang;;;;;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;https://asset.kompas.com/crops/agGJ3o2lK5eMmT-VkGdijGLjgpQ=/0x0:1000x667/750x500/data/photo/2020/10/26/5f965ccbd7c1a.jpg
865;Ketan Putih;;;;;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;https://img-global.cpcdn.com/recipes/0d1c5d1afb4d3251/680x482cq70/246-ketan-putih-beras-ketan-foto-resep-utama.jpg
866;Ketan putih matang;;;;;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;https://asset-a.grid.id/crop/0x0:0x0/700x465/photo/2018/10/13/211488655.jpg
867;Ketapang;;;;;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;https://cdn0-production-images-kly.akamaized.net/bEFvWpDkZsFCndvlKQ2liamvXwM=/0x287:3046x2004/1200x675/filters:quality(75):strip_icc():format(webp)/kly-media-production/medias/3989958/original/069432700_1649474910-biji_ketapang.jpg
868;Ketela Pohon Kuning;;;;;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;https://statik.tempo.co/data/2016/06/07/id_513024/513024_620.jpg
869;Ketela pohon/singkong kukus;;;;;0;0;0;0;0;1;0;0;0;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;https://blog.tokowahab.com/wp-content/uploads/2018/08/resep-agar-agar-singkong.jpg
870;Ketela singkong segar;;;;;0;1;0;0;0;1;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;https://www.infopublik.id/assets/upload/headline//Singkong.jpg
871;Ketimun;;;;;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;https://www.garnesia.com/images/news/b542.jpg
872;Ketimun madura segar;;;;;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;https://kopijagung.com/wp-content/uploads/2021/05/0001-1776641472_20210524_095708_0000_compress85-scaled.jpg
873;Ketoprak;Tidak;Beras;Makanan Berat;Rebus;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;https://asset.kompas.com/crops/BiN_oCxCDgkO09b1B_FPfZuvGBw=/0x0:739x493/750x500/data/photo/2020/01/29/5e318845429db.jpg
874;Ketumbar;;;;;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;https://awsimages.detik.net.id/community/media/visual/2021/08/27/5-manfaat-sehat-minum-air-ketumbar-naikkan-imunitas-dan-detoks-tubuh-3_169.jpeg?w=1200
875;Ketupat;;;;;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;https://awsimages.detik.net.id/community/media/visual/2021/05/05/ilustrasi-ketupat-1.jpeg?w=650&q=80
876;Ketupat kandangan;Tidak;Beras, Ikan;Makanan Berat;Rebus;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;https://upload.wikimedia.org/wikipedia/commons/9/94/Ketupat_Kandangan_ikan_haruan.JPG
877;Ketupat ketan;;;;;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;https://img-global.cpcdn.com/recipes/2df63f4746a8cfcc/400x400cq70/photo.jpg
878;Ketupat Tahu;;;;;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;https://asset-a.grid.id/crop/0x0:0x0/x/photo/2021/06/09/resep-kupat-tahu-menu-sarapan-n-20210609032448.jpg
879;Klepon;;;;;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;https://asset.kompas.com/crops/cRn6DGksr-w6MFp4Vcebb-9Iij0=/32x0:1000x645/750x500/data/photo/2023/09/08/64fa7899edc0b.jpeg
880;Kluwek;;;;;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;https://faktualnews.co/images/2022/01/kluwek.png
881;Kokosan;;;;;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;https://cms.sehatq.com/public/img/article_img/buah-kokosan-dan-duku-satu-keluarga-tapi-beda-rasa-1595398922.jpg
882;Komak polong segar;;;;;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;https://media.istockphoto.com/id/153755664/id/foto/kacang-polong-salju-segar-di-tumpukan-di-latar-belakang-putih.jpg?s=612x612&w=0&k=20&c=MPZCUQdV2lekycXztBESkb2swqE0hgIzUwflaZlFoaw=
883;Kool Kembang;;;;;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;https://images.tokopedia.net/img/cache/500-square/VqbcmM/2020/11/17/8b6436f9-8344-48fd-9171-b066c4191f94.jpg
884;Kool Merah kool putih;;;;;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;https://res.cloudinary.com/dk0z4ums3/image/upload/v1627875002/attached_image/walau-bikin-perut-kembung-manfat-kol-ternyata-banyak-lho.jpg
885;Kopi;;;;;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;https://upload.wikimedia.org/wikipedia/commons/4/45/A_small_cup_of_coffee.JPG
886;Kopi bagian yang larut;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;https://cdn1-production-images-kly.akamaized.net/hapr3rDjLzJcczX2rWbC4f9DUgk=/1200x1200/smart/filters:quality(75):strip_icc():format(jpeg)/kly-media-production/medias/3412827/original/090341300_1616835451-pexels-photo-977876.jpeg
887;Kopi bubuk instant;;;;;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;https://cdn.pixabay.com/photo/2014/02/10/11/25/coffee-powder-263354_1280.jpg
888;Koro andong kering;;;;;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;https://m.andrafarm.com/_andra_farm/gambar_kelompok/a136.jpg
889;Koro Benguk biji;;;;;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;https://laz-img-sg.alicdn.com/p/cac8dce3faa0e4781f2e5ea5968dba20.png
890;Koro Benguk tempe;;;;;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;https://imgx.parapuan.co/file/parapuan/mobile/crop/0x0:0x0/700x0/photo/2021/06/04/tempe-koro-pedangjpg-20210604124728.jpg
891;Koro Kerupuk biji;;;;;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;https://cf.shopee.co.id/file/id-11134103-22100-uucup9m29iiv8c
892;Koro Loke biji;;;;;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;https://filebroker-cdn.lazada.co.id/kf/S5058ebd94c9d4462a13ac9a3ac2a814aP.jpg
893;Koro Roway biji;;;;;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;https://down-id.img.susercontent.com/file/fdde3aac7d03f1b5dd4ab9f5df4545d4
894;Koro Wedus biji;;;;;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;https://ahligizi.id/blog/wp-content/uploads/2022/03/gude.jpg
895;Koro Wedus buah muda;;;;;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;https://ahsanfile.files.wordpress.com/2013/08/20121226_084508.jpg
896;Koro wedus polong;;;;;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;https://www.andrafarm.com/_andra_farm/gambar_kelompok/a136-3.jpg
897;Kotiu hinela tawang nggole;;;;;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;https://drive.google.com/file/d/1LZOGoU3M3XcPbU5_HaAZ26ybCTbiTXpT/view?usp=sharing
898;Koya;;;;;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;https://cf.shopee.co.id/file/25e9b3e3d818ae999bd0736ff56ca58b
899;Koya mirasa;;;;;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;https://nilaigizi.com/assets/images/produk/produk_1538365100.jpg
900;Kranji segar;;;;;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;https://lzd-img-global.slatic.net/g/p/e4cd1b24a0e937b48e2afb796900196a.jpg_720x720q80.jpg_.webp
901;Kripik Tempe Goreng;;;;Goreng;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;https://asset.kompas.com/crops/NvawKpjCGV6FrehArD0C-OBjYSI=/3x0:700x465/750x500/data/photo/2020/12/01/5fc629934653a.jpg
902;Kroket kentang;;;;;0;0;0;0;0;1;0;0;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;https://asset.kompas.com/crops/_BpMpPiAA4hNxzLoc-I9kXYo694=/0x0:845x563/750x500/data/photo/2020/05/13/5ebbaa528320e.jpg
903;Krokot;;;;;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;https://www.greeners.co/wp-content/uploads/2020/09/Krokot-Tanaman-Gulma-dengan-Segudang-Khasiat-2.jpg
904;Kucai;;;;;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;https://img-cdn.medkomtek.com/0sG2Fssyrmn9bdgy08HRVYdJE6U=/0x0/smart/filters:quality(75):strip_icc():format(webp)/article/APtPHT6GJD825hl5oB-p_/original/070454600_1570675713-Sejuta-Manfaat-Daun-Kucai-yang-Jarang-Diketahui-Orang-By-K321-Shutterstock_1100191607.jpg
905;Kucai Muda (Lokio);;;;;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;https://cdn.shopify.com/s/files/1/0369/8321/0116/products/5161687_e94df3b1-09a5-4656-b592-358959106303_762_762_700x.jpg?v=1587857197
906;Kuda daging segar;;;;;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;https://awsimages.detik.net.id/community/media/visual/2021/07/29/fakta-daging-kuda-2.jpeg?w=724
907;Kue ali;Tidak;Tepung;Makanan Ringan;Goreng;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;https://img-global.cpcdn.com/recipes/53b79f62140d2f55/680x482cq70/kue-cincin-kue-ali-tanpa-santan-foto-resep-utama.jpg
908;Kue apem;Tidak;Tepung;Makanan Ringan;;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;https://img-global.cpcdn.com/recipes/2a2467cb7d783ffb/1200x630cq70/photo.jpg
909;Kue bangket;Tidak;Tepung;Makanan Ringan;;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;https://asset.kompas.com/crops/1zdz3_jE_GfEVcRZKtgL2GokVrA=/0x0:1000x667/750x500/data/photo/2023/02/24/63f805fb8890f.jpeg
910;Kue Bugis;Tidak;Tepung;Makanan Ringan;;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;https://asset.kompas.com/crops/hHVyMg5BiDHITqTbKdbpz1Un4_c=/0x0:1000x667/750x500/data/photo/2022/06/21/62b109f77f78c.jpeg
911;Kue cubit;Tidak;Tepung;Makanan Ringan;;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;https://d1vbn70lmn1nqe.cloudfront.net/prod/wp-content/uploads/2023/07/24034441/resep-kue-cubit-yang-lembut-dan-mudah-dibuat-di-rumah-halodoc.jpg
912;Kue cucur;Tidak;Tepung;Makanan Ringan;;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;https://upload.wikimedia.org/wikipedia/commons/thumb/1/1d/Kue_Cucur%2C_Jakarta%2C_July_4_2018.jpg/1200px-Kue_Cucur%2C_Jakarta%2C_July_4_2018.jpg
913;Kue gelang;Tidak;Tepung;Makanan Ringan;Goreng;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;1;0;0;1;0;0;0;0;0;0;0;https://img-global.cpcdn.com/recipes/1b2c7564be456f5c/1200x630cq70/photo.jpg
914;Kue Jahe;Tidak;Tepung;Makanan Ringan;Panggang;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;https://kurio-img.kurioapps.com/21/07/21/7ff9c395-9dea-492e-b3a0-ec9c7287dc04.jpe
915;Kue Kelapa;Tidak;Buah;Makanan Ringan;Panggang;0;0;1;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;https://img-global.cpcdn.com/recipes/9965195181849a09/1200x630cq70/photo.jpg
916;Kue Koya;Tidak;Tepung;Makanan Ringan;;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;https://media.karousell.com/media/photos/products/2018/08/23/koya_kacang_suuk_asli_bandung_1535029115_863b9a71_progressive.jpg
917;Kue lumpur;Tidak;Tepung;Makanan Ringan;;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;https://asset.kompas.com/crops/eOV_amH0dauqoG5XNIUHGHggELk=/78x52:702x468/750x500/data/photo/2020/10/05/5f7b07844f783.jpg
918;Kue mangkok;Tidak;Tepung;Makanan Ringan;;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;https://asset.kompas.com/crops/EUNcgQqWtMLzjyycRK-jWqJPg5Q=/3x0:700x465/750x500/data/photo/2021/01/13/5ffe348f5e49a.jpg
919;Kue nagasari;Tidak;Tepung;Makanan Ringan;;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;https://awsimages.detik.net.id/community/media/visual/2021/06/24/resep-nagasari-tepung-beras-1_43.jpeg?w=1200
920;Kue Pacar Cina;Tidak;Tepung;Makanan Ringan;;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;https://asset.kompas.com/crops/jkimxsmqIcyNJ_UjeHGJML9sT_4=/0x0:698x465/750x500/data/photo/2021/02/20/603069ab80f59.jpg
921;Kue pancong;Tidak;Tepung;Makanan Ringan;;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;https://asset.kompas.com/crops/kuiA33mJsKTrIPJZRBNIn-mLWP8=/0x0:1000x667/750x500/data/photo/2022/06/16/62aa87ca086ce.jpeg
922;Kue Pia;Tidak;Tepung;Makanan Ringan;;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;https://www.resepkuerenyah.com/wp-content/uploads/2015/05/Resep-Kue-Pia-Kacang-Hijau.jpg
923;Kue pukis;Tidak;Tepung;Makanan Ringan;;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;https://awsimages.detik.net.id/community/media/visual/2022/05/27/resep-kue-pukis_43.jpeg?w=1200
924;Kue putu cangkir;Tidak;Tepung;Makanan Ringan;;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;https://i.ytimg.com/vi/GH8hVDZ3AZA/maxresdefault.jpg
925;Kue putu singkong;Tidak;Tepung;Makanan Ringan;;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;https://asset.kompas.com/crops/4HYsevQAK_PJOcsTRt4Tl0vo4YI=/0x0:1000x667/750x500/data/photo/2021/06/10/60c19ee3dbc24.jpg
926;Kue Satu;Tidak;Tepung;Makanan Ringan;;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;https://upload.wikimedia.org/wikipedia/commons/thumb/1/1b/Kue_satu_2.JPG/640px-Kue_satu_2.JPG
927;Kue Semprong;Tidak;Tepung;Makanan Ringan;;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;https://asset.kompas.com/crops/jT3TeOZw6jjDRXgh1-P9Yrz0enI=/0x0:1000x667/750x500/data/photo/2022/01/21/61ea314112848.jpg
928;Kue Sus;Tidak;Tepung;Makanan Ringan;Kukus;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;https://cdn1-production-images-kly.akamaized.net/5WqC-zNbAlCk55QnlmGqJS4QVzs=/800x1066/smart/filters:quality(75):strip_icc():format(webp)/kly-media-production/medias/3272367/original/061611100_1603169722-Resep-KueSusuVla-Vanila-Susu.jpg
929;Kue Talam;Tidak;Tepung;Makanan Ringan;;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;https://cdn.yummy.co.id/content-images/images/20220319/ZDxMHnPOfZAq6tXHCLa9WsgeVwHh5Wb2-31363437363439303336d41d8cd98f00b204e9800998ecf8427e.jpg?x-oss-process=image/format,webp
930;Kue Tambang;Tidak;Tepung;Makanan Ringan;;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;https://asset.kompas.com/crops/x2yGurVUxpP-COxvvOjVx2P7lL0=/100x67:900x600/750x500/data/photo/2022/04/14/62578f6fbc8b8.jpg
931;Kue thipan;Tidak;Tepung;Makanan Ringan;;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;https://asset.kompas.com/crops/fXb2bs6UVUJNODIGbh7aFfAzUE4=/41x33:950x639/750x500/data/photo/2021/03/05/6041b846aa175.jpg
932;Kulit melinjo;;;;;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;https://www.tagar.id/Asset/uploads2019/1650333684879-kulit-melinjo.jpg
933;Kundur segar;;;;;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;https://images.tokopedia.net/img/cache/700/VqbcmM/2021/7/19/0136f82a-7e5d-4239-a821-5d104134e2bf.jpg
934;Kunyit;;;;;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;https://asset.kompas.com/crops/6wd6YSreRZtdz-lCDTpHxoTIbZA=/0x165:1000x832/750x500/data/photo/2020/11/27/5fc0a1e0529ea.jpg
935;Kura-kura;;;;;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;https://image-cdn.medkomtek.com/KZBBktqticgNUpCCeJzeVrcDKGg=/673x379/smart/klikdokter-media-buckets/medias/2312546/original/004647900_1581575442-Daging-Penyu-Shutterstock_443050405.jpg
936;Kwaci;Ya;Biji-bijian;Makanan Ringan;Panggang;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;https://images.tokopedia.net/img/cache/700/product-1/2020/1/7/127092/127092_b73337ef-4f3d-4bbb-8969-6668bcedb0a5_453_453.jpg
937;Kwark (Quark);;;;;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;https://www.24kitchen.nl/files/styles/header_small/public/2018-03/shutterstock_1015365694.jpg?itok=ILdve5p_
938;Labu Air;;;;;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;https://img.okezone.com/content/2021/02/08/481/2358505/yuk-rajin-konsumsi-labu-air-ini-12-manfaatnya-untuk-kesehatan-tubuh-Co3o1Xm8pf.jpg
939;Labu kuning segar;;;;;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;https://images.tokopedia.net/img/cache/500-square/VqbcmM/2021/8/15/8459499c-3699-48fc-99e9-68c2b3dd27d6.jpg?ect=4g
940;Labu Siam;;;;;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;https://assets.pikiran-rakyat.com/crop/0x0:0x0/x/photo/2023/05/27/3705926699.jpg
941;Labu waluh segar;;;;;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;https://media.istockphoto.com/id/1276814339/id/foto/irisan-mentah-segar-butternut-squash-di-papan-kayu-tampilan-atas-ke-bawah.jpg?s=612x612&w=0&k=20&c=zCYDW2KS0xuVGjq4k-_AwwkZnCQxapWuuWovVhJvqKA=
942;Laksa;;;;;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;https://asset.kompas.com/crops/cmvexYXhxB1oyebUTtLncpQTxNE=/256x116:1280x798/750x500/data/photo/2022/10/11/63455e3290f0e.jpg
943;Lamtoro (pete cina) biji muda;;;;;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;https://d1vbn70lmn1nqe.cloudfront.net/prod/wp-content/uploads/2022/11/02042448/X-Manfaat-Petai-Cina-untuk-Kesehatan-Tubuh.jpg
944;Lamtoro biji tua;;;;;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;https://images.tokopedia.net/img/cache/700/VqbcmM/2021/9/23/73d62514-e013-460c-9f52-d3c17e019a91.jpg
945;Lamtoro tempe;;;;;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;https://awsimages.detik.net.id/community/media/visual/2021/01/09/warga-blitar-bikin-alternatif-tempe-lamtoro-2_169.jpeg?w=700&q=90
946;Lamtoro var. gung tanpa kulit;;;;;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;https://cdn-2.tstatic.net/jateng/foto/bank/images/lamtoro.jpg
947;Lamtoro var. lokal dengan kulit;;;;;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;https://m.andrafarm.com/_andra_farm/gambar_rinci/534.jpg
948;Langsat;;;;;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;https://st4.depositphotos.com/12727742/21449/i/450/depositphotos_214494426-stock-photo-lanzones-fruit-on-white-isolated.jpg
949;Langsat, Segar;Tidak;Buah;Makanan Ringan;Mentah;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;https://down-id.img.susercontent.com/file/id-11134207-7quky-lj26rccb9pcm24_tn
950;Lantar segar;;;;;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;https://lzd-img-global.slatic.net/g/ff/kf/Sd291e0ce271c49f9b247372fce67011dp.jpg_720x720q80.jpg
951;Lanting getuk;;;;;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;https://cf.shopee.co.id/file/261d5dd52028e4a8ebf57f5957bde6b4
952;Lapis legit;Tidak;Tepung;Makanan Ringan;Kukus;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;https://kurio-img.kurioapps.com/21/03/03/fba953f2-c456-49e3-bec5-7adc1cbfd5a6.jpe
